window,std_multiplier,position_size_pct,stop_loss_pct,take_profit_pct,max_holding_period,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,score
20,1.8,0.05,0.01,0.015,60,-1.1556079999999798,1.7575967395022438,1.0,0.45088566827697263,907,1.2575967395022438
10,2.2,0.05,0.015,0.025,60,-0.5991360000000124,1.032712623618143,0.9946144659215699,0.4204035874439462,754,0.535405390657358
30,1.8,0.07,0.015,0.015,10,-0.5255409999999902,1.0246695201246125,0.992958997247526,0.5169642857142858,883,0.5281900215008495
30,2.2,0.02,0.015,0.03,60,0.45437400000000416,0.7155826762423584,0.3996323934707256,0.41237113402061853,675,0.5157664795069956
10,2.0,0.02,0.02,0.03,60,-0.5584790000000088,0.9604364856361663,0.9463105112704435,0.4352773826458037,633,0.4872812300009446
10,2.2,0.05,0.01,0.03,30,0.4171790000000103,0.690861814371368,0.4627134388225935,0.358974358974359,772,0.4595050949600712
30,2.2,0.05,0.015,0.03,30,0.16487500000000802,0.5142430819824665,0.39811400685893333,0.41044776119402987,696,0.31518607855299985
30,2.0,0.07,0.01,0.03,60,0.17473500000001368,0.5150713098123648,0.4772464359480217,0.35152838427947597,728,0.27644809183835395
20,2.0,0.07,0.01,0.015,10,-1.1360369999999727,0.7480345941028815,1.0,0.4632297194844579,975,0.24803459410288153
10,2.0,0.05,0.01,0.025,30,-0.14189999999999492,0.6211619685231551,0.8012065954502973,0.3819047619047619,831,0.22055867079800645
10,2.0,0.02,0.01,0.025,30,-0.14189999999999492,0.6211619685231551,0.8012065954502973,0.3819047619047619,831,0.22055867079800645
30,2.2,0.02,0.01,0.025,60,0.10747800000002099,0.466842202341376,0.5163634132076871,0.3813387423935091,783,0.20866049573753248
30,2.0,0.05,0.01,0.03,30,0.04119100000001781,0.3996839544400201,0.4589109251311563,0.35363247863247865,746,0.17022849187444195
30,2.0,0.07,0.02,0.03,60,-0.09450899999998073,0.5459159171820034,0.8022636798916686,0.45577211394302847,602,0.1447840772361691
30,1.8,0.07,0.02,0.025,30,-0.008969999999988067,0.39936603282448974,0.5579588790758021,0.49267643142476697,669,0.12038659328658868
30,1.8,0.07,0.02,0.015,10,-0.4596439999999857,0.5739357464306412,0.9365286157772079,0.555337904015671,851,0.1056714385420372
10,1.8,0.07,0.02,0.03,30,-0.04759000000000815,0.41362681585324085,0.6258988617488329,0.4594594594594595,669,0.10067738497882439
20,2.0,0.02,0.015,0.03,60,-0.09295799999997907,0.44411444958904467,0.7191645265310034,0.4049689440993789,693,0.08453218632354298
30,1.8,0.05,0.02,0.025,60,-0.1677749999999949,0.4412755493549652,0.7482619009585773,0.48840381991814463,652,0.06714459887567659
20,2.0,0.05,0.015,0.03,30,-0.14732699999998367,0.3883028126421642,0.6526055986706376,0.4108433734939759,713,0.0620000133068454
20,2.0,0.07,0.01,0.03,10,-0.6773849999999809,0.536523526312559,0.9539243742773338,0.40507436570428695,933,0.05956133917389206
30,2.2,0.05,0.01,0.03,10,-0.04574899999998379,0.27146999440517244,0.5135875554374131,0.41658900279589933,874,0.014676216686465904
30,1.8,0.07,0.015,0.015,30,-0.2239959999999919,0.32758783360264543,0.6340364022967039,0.5178055822906641,818,0.010569632454293487
10,1.8,0.05,0.02,0.03,10,-0.09958800000001065,0.2692892428270915,0.5450571287992976,0.48936170212765956,907,-0.0032393215725572966
30,2.2,0.07,0.02,0.015,60,-0.7305589999999764,0.421838399803892,0.887590123344979,0.5606741573033708,734,-0.021956661868597516
20,1.8,0.07,0.01,0.03,30,-0.2294749999999709,0.29551002749828603,0.6645092907258097,0.3508230452674897,773,-0.0367446178646188
30,2.2,0.02,0.02,0.015,30,-0.3625469999999725,0.32574739830732347,0.745395991937942,0.5679558011049723,749,-0.04695059766164755
30,1.8,0.02,0.02,0.03,30,-0.2796829999999798,0.2428840705510539,0.641704405681566,0.45755395683453237,627,-0.07796813228972907
10,2.2,0.02,0.01,0.03,60,-0.2740239999999976,0.22982597965555024,0.6694623016028345,0.3385579937304075,751,-0.104905171145867
20,1.8,0.05,0.015,0.025,10,-0.31205699999998104,0.2741737959343346,0.8434259849260701,0.47609942638623326,910,-0.14753919652870046
10,2.0,0.05,0.015,0.015,10,-0.4698320000000145,0.18277532591355966,0.7459323999984637,0.5107227958697379,1021,-0.1901908740856722
